Person,Dataset,BERT,DistilBERT,FastText,LSTM,RoBERTa
data_ipek,hate_speech,0.6486486486486487,0.0,0.0,0.0,0.6486486486486487
data_ipek,jigsaw,0.6486486486486487,0.5846153846153846,0.0,0.0,0.6301369863013698
data_ipek,wikipedia,0.0,0.6111111111111112,0.6842105263157895,0.7012987012987013,0.0
data_ramiz,amazon,0.15712511091393078,0.044137931034482755,0.18305376344086022,0.05491525423728814,0.1225
data_ramiz,imdb,0.6129032258064516,0.0,0.45454545454545453,0.27586206896551724,0.0
data_ramiz,twitter,0.19058823529411764,0.352283105022831,0.288,0.15515151515151515,0.17253731343283582
data_yusuf,20newsgroups,0.000784313725490196,0.012549019607843137,0.003076923076923077,0.000784313725490196,0.00679245283018868
data_yusuf,ag_news,0.5952592592592593,0.28627450980392155,0.20340643274853804,0.1652510760401722,0.06666666666666667
data_yusuf,bbc,0.2095238095238095,0.11536723163841806,0.10272727272727274,0.18133333333333332,0.0343859649122807
